scope	path	bytes	sha256	status
v3r28_author	RecoverySprint/continuation_20260811/kira_r25_medical_reference_proxy_v3r28_static_preparation/attempt_01/AUDIT_A_GRAMMAR.md	2552	0e0656c1dc8d4c1fca82da90ef3acf88f00045582deee11bf86c7cc06d04cbdf	DO_NOT_MATERIALIZE_BUILD_RUN_V3R28_PRESERVED
v3r28_author	RecoverySprint/continuation_20260811/kira_r25_medical_reference_proxy_v3r28_static_preparation/attempt_01/blender_worker_v3r28.py	54614	68b2a4fa045e8c6c65ef095921a1452d6c117b8a41ddb895bd11724fa69469d2	DO_NOT_MATERIALIZE_BUILD_RUN_V3R28_PRESERVED
v3r28_author	RecoverySprint/continuation_20260811/kira_r25_medical_reference_proxy_v3r28_static_preparation/attempt_01/CHECKPOINT.md	6028	34b7e993a5a733475c0c21e99315ca35201117ae935c612a87c783d1a3f71c32	DO_NOT_MATERIALIZE_BUILD_RUN_V3R28_PRESERVED
v3r28_author	RecoverySprint/continuation_20260811/kira_r25_medical_reference_proxy_v3r28_static_preparation/attempt_01/CONTRACT.json	5616	9847fe6280eb4d7b12f25b0886021e2a7370a076b4fb8654b80c3c9507448ec6	DO_NOT_MATERIALIZE_BUILD_RUN_V3R28_PRESERVED
v3r28_author	RecoverySprint/continuation_20260811/kira_r25_medical_reference_proxy_v3r28_static_preparation/attempt_01/DO_NOT_RUN_UNMATERIALIZED_post_audit_native_anchor_template_v3r28.exe	137728	4a4a6f3b6f28cd4e36545999c62248030f11171151ba40ecb9ea70c94cdb8c2d	DO_NOT_MATERIALIZE_BUILD_RUN_V3R28_PRESERVED
v3r28_author	RecoverySprint/continuation_20260811/kira_r25_medical_reference_proxy_v3r28_static_preparation/attempt_01/materialize_stage2_v3r28.py	20389	c476d5de53016e982f910651a38b73e71e7eece5cda54148c4877e2df4c90c00	DO_NOT_MATERIALIZE_BUILD_RUN_V3R28_PRESERVED
v3r28_author	RecoverySprint/continuation_20260811/kira_r25_medical_reference_proxy_v3r28_static_preparation/attempt_01/NORMALIZED_REFERENCE_FRAME.json	1629	52b82968c1f64b4c606b54ed33fe13e9e9fabd5197ef1aa26df193285c45b3bf	DO_NOT_MATERIALIZE_BUILD_RUN_V3R28_PRESERVED
v3r28_author	RecoverySprint/continuation_20260811/kira_r25_medical_reference_proxy_v3r28_static_preparation/attempt_01/POST_AUDIT_BINDINGS_TEMPLATE_v3r28.h	1443	65ebf6c931277780cb3c3657b38132f6ee6194d55e233c96f66bd84ae2ba13fa	DO_NOT_MATERIALIZE_BUILD_RUN_V3R28_PRESERVED
v3r28_author	RecoverySprint/continuation_20260811/kira_r25_medical_reference_proxy_v3r28_static_preparation/attempt_01/post_audit_native_anchor_template_v3r28.c	34288	6e39392edff37503f70c5609201ef66f730a7a848a296e62b595b095ff5b3e4f	DO_NOT_MATERIALIZE_BUILD_RUN_V3R28_PRESERVED
v3r28_author	RecoverySprint/continuation_20260811/kira_r25_medical_reference_proxy_v3r28_static_preparation/attempt_01/post_audit_native_anchor_template_v3r28.obj	51202	b22d3ef213c28890f9459589e4a1969c3dd146c34c46cd70b9d14301404da029	DO_NOT_MATERIALIZE_BUILD_RUN_V3R28_PRESERVED
v3r28_author	RecoverySprint/continuation_20260811/kira_r25_medical_reference_proxy_v3r28_static_preparation/attempt_01/post_audit_native_anchor_template_v3r28_analyze.nativecodeanalysis.xml	59	ba052e3b011b8f8a3e59a7b5c3120d3c9496a6c3e2fd73c55013bde5e2642bc5	DO_NOT_MATERIALIZE_BUILD_RUN_V3R28_PRESERVED
